id,date,raw_material_id,name,category,purchase_type,stock_used,unit,current_stock
35121,2025-05-14,RM005,Sirup Cokelat,Sirup,bulk,872,ml,2872
35122,2025-03-13,RM016,Tomat,Sayuran,daily,426,gram,1577
35123,2025-04-27,RM012,Stroberi,Buah,daily,948,gram,4558
35124,2025-02-21,RM019,Daging Ayam,Daging,daily,885,gram,2254
35125,2025-04-08,RM017,Mentimun,Sayuran,daily,570,gram,1727
35126,2025-03-26,RM010,Cokelat Bubuk,Cokelat,bulk,770,gram,4840
35127,2025-04-06,RM013,Mangga,Buah,daily,892,gram,4256
35128,2025-03-15,RM013,Mangga,Buah,daily,489,gram,5350
35129,2025-03-09,RM019,Daging Ayam,Daging,daily,317,gram,1274
35130,2025-03-02,RM003,Gula Pasir,Gula,bulk,624,gram,1691
35131,2025-01-10,RM011,Pisang,Buah,daily,101,gram,2385
35132,2025-01-23,RM012,Stroberi,Buah,daily,627,gram,5372
35133,2025-01-06,RM016,Tomat,Sayuran,daily,764,gram,2484
35134,2025-03-16,RM012,Stroberi,Buah,daily,339,gram,1869
35135,2025-04-23,RM005,Sirup Cokelat,Sirup,bulk,796,ml,2422
35136,2025-03-15,RM019,Daging Ayam,Daging,daily,971,gram,2006
35137,2025-02-13,RM002,Susu UHT,Susu,bulk,730,ml,3349
35138,2025-01-13,RM010,Cokelat Bubuk,Cokelat,bulk,824,gram,5356
35139,2025-03-03,RM019,Daging Ayam,Daging,daily,838,gram,4825
35140,2025-03-25,RM005,Sirup Cokelat,Sirup,bulk,983,ml,2241
35141,2025-03-26,RM007,Espresso Blend,Kopi,bulk,924,gram,3561
35142,2025-02-18,RM014,Nanas,Buah,daily,540,gram,5281
35143,2025-04-19,RM005,Sirup Cokelat,Sirup,bulk,66,ml,1782
35144,2025-04-07,RM012,Stroberi,Buah,daily,404,gram,3541
35145,2025-01-02,RM014,Nanas,Buah,daily,777,gram,4024
35146,2025-04-20,RM005,Sirup Cokelat,Sirup,bulk,297,ml,4528
35147,2025-03-14,RM004,Sirup Vanilla,Sirup,bulk,343,ml,2240
35148,2025-05-15,RM010,Cokelat Bubuk,Cokelat,bulk,901,gram,3318
35149,2025-02-20,RM003,Gula Pasir,Gula,bulk,837,gram,4858
35150,2025-01-12,RM017,Mentimun,Sayuran,daily,686,gram,2494
35151,2025-05-09,RM020,Daging Sapi,Daging,daily,417,gram,1667
35152,2025-03-10,RM015,Selada,Sayuran,daily,994,gram,2252
35153,2025-03-17,RM014,Nanas,Buah,daily,820,gram,1388
35154,2025-01-01,RM005,Sirup Cokelat,Sirup,bulk,685,ml,4604
35155,2025-04-12,RM003,Gula Pasir,Gula,bulk,747,gram,3890
35156,2025-05-15,RM006,Matcha Powder,Teh,bulk,803,gram,2260
35157,2025-03-20,RM006,Matcha Powder,Teh,bulk,682,gram,3556
35158,2025-01-23,RM014,Nanas,Buah,daily,800,gram,1895
35159,2025-03-21,RM005,Sirup Cokelat,Sirup,bulk,497,ml,1325
35160,2025-03-26,RM017,Mentimun,Sayuran,daily,271,gram,2478
35161,2025-04-23,RM006,Matcha Powder,Teh,bulk,759,gram,1893
35162,2025-02-21,RM015,Selada,Sayuran,daily,183,gram,3036
35163,2025-01-07,RM006,Matcha Powder,Teh,bulk,529,gram,1427
35164,2025-03-11,RM007,Espresso Blend,Kopi,bulk,275,gram,1694
35165,2025-04-28,RM004,Sirup Vanilla,Sirup,bulk,568,ml,1848
35166,2025-02-16,RM009,Whipping Cream,Susu,bulk,106,ml,4059
35167,2025-03-20,RM005,Sirup Cokelat,Sirup,bulk,561,ml,4459
35168,2025-04-07,RM008,Air Mineral,Air,bulk,923,ml,4532
35169,2025-02-21,RM009,Whipping Cream,Susu,bulk,190,ml,5142
35170,2025-01-05,RM002,Susu UHT,Susu,bulk,211,ml,2457
35171,2025-01-22,RM015,Selada,Sayuran,daily,338,gram,3328
35172,2025-02-11,RM012,Stroberi,Buah,daily,72,gram,1797
35173,2025-05-12,RM012,Stroberi,Buah,daily,57,gram,4454
35174,2025-01-07,RM014,Nanas,Buah,daily,961,gram,1567
35175,2025-01-02,RM018,Wortel,Sayuran,daily,852,gram,3776
35176,2025-05-13,RM011,Pisang,Buah,daily,837,gram,2677
35177,2025-05-08,RM002,Susu UHT,Susu,bulk,865,ml,5569
35178,2025-04-05,RM014,Nanas,Buah,daily,768,gram,5518
35179,2025-04-25,RM001,Kopi Arabika,Kopi,bulk,407,gram,2749
35180,2025-03-26,RM013,Mangga,Buah,daily,650,gram,1590
35181,2025-01-19,RM007,Espresso Blend,Kopi,bulk,879,gram,5535
35182,2025-02-07,RM010,Cokelat Bubuk,Cokelat,bulk,176,gram,3754
35183,2025-04-04,RM008,Air Mineral,Air,bulk,323,ml,2088
35184,2025-01-31,RM006,Matcha Powder,Teh,bulk,180,gram,1167
35185,2025-02-27,RM013,Mangga,Buah,daily,312,gram,4210
35186,2025-05-03,RM011,Pisang,Buah,daily,203,gram,3090
35187,2025-03-09,RM019,Daging Ayam,Daging,daily,787,gram,1773
35188,2025-03-07,RM015,Selada,Sayuran,daily,684,gram,5097
35189,2025-05-03,RM005,Sirup Cokelat,Sirup,bulk,109,ml,3280
35190,2025-01-12,RM005,Sirup Cokelat,Sirup,bulk,778,ml,3538
35191,2025-05-12,RM018,Wortel,Sayuran,daily,584,gram,3914
35192,2025-01-11,RM011,Pisang,Buah,daily,209,gram,861
35193,2025-01-22,RM010,Cokelat Bubuk,Cokelat,bulk,678,gram,2210
35194,2025-04-29,RM016,Tomat,Sayuran,daily,504,gram,3123
35195,2025-02-27,RM014,Nanas,Buah,daily,527,gram,2076
35196,2025-02-06,RM007,Espresso Blend,Kopi,bulk,354,gram,4716
35197,2025-04-20,RM002,Susu UHT,Susu,bulk,606,ml,4617
35198,2025-02-15,RM015,Selada,Sayuran,daily,465,gram,3917
35199,2025-02-17,RM020,Daging Sapi,Daging,daily,359,gram,4668
35200,2025-03-07,RM016,Tomat,Sayuran,daily,56,gram,2452
35201,2025-04-06,RM017,Mentimun,Sayuran,daily,353,gram,4933
35202,2025-04-24,RM014,Nanas,Buah,daily,382,gram,2392
35203,2025-05-06,RM011,Pisang,Buah,daily,829,gram,3493
35204,2025-04-29,RM003,Gula Pasir,Gula,bulk,239,gram,2945
35205,2025-03-14,RM005,Sirup Cokelat,Sirup,bulk,392,ml,2510
35206,2025-02-22,RM002,Susu UHT,Susu,bulk,768,ml,3462
35207,2025-04-19,RM020,Daging Sapi,Daging,daily,279,gram,5279
35208,2025-02-15,RM008,Air Mineral,Air,bulk,951,ml,5901
35209,2025-02-18,RM010,Cokelat Bubuk,Cokelat,bulk,234,gram,2428
35210,2025-03-13,RM002,Susu UHT,Susu,bulk,373,ml,2178
35211,2025-03-30,RM008,Air Mineral,Air,bulk,987,ml,2270
35212,2025-04-23,RM008,Air Mineral,Air,bulk,841,ml,1670
35213,2025-05-07,RM014,Nanas,Buah,daily,688,gram,1741
35214,2025-02-06,RM015,Selada,Sayuran,daily,755,gram,2220
35215,2025-03-24,RM019,Daging Ayam,Daging,daily,224,gram,1188
35216,2025-03-27,RM001,Kopi Arabika,Kopi,bulk,302,gram,3111
35217,2025-02-23,RM003,Gula Pasir,Gula,bulk,279,gram,2766
35218,2025-02-01,RM015,Selada,Sayuran,daily,842,gram,5767
35219,2025-01-02,RM019,Daging Ayam,Daging,daily,680,gram,3301
35220,2025-05-01,RM020,Daging Sapi,Daging,daily,992,gram,5348
35221,2025-04-29,RM008,Air Mineral,Air,bulk,137,ml,3442
35222,2025-04-04,RM003,Gula Pasir,Gula,bulk,821,gram,4580
35223,2025-05-14,RM014,Nanas,Buah,daily,414,gram,1837
35224,2025-03-11,RM002,Susu UHT,Susu,bulk,555,ml,4708
35225,2025-01-11,RM018,Wortel,Sayuran,daily,287,gram,1215
35226,2025-02-17,RM001,Kopi Arabika,Kopi,bulk,921,gram,3889
35227,2025-02-18,RM010,Cokelat Bubuk,Cokelat,bulk,825,gram,4447
35228,2025-02-05,RM013,Mangga,Buah,daily,104,gram,3645
35229,2025-01-09,RM010,Cokelat Bubuk,Cokelat,bulk,978,gram,5497
35230,2025-01-05,RM015,Selada,Sayuran,daily,816,gram,1391
35231,2025-04-08,RM006,Matcha Powder,Teh,bulk,932,gram,3908
35232,2025-03-12,RM014,Nanas,Buah,daily,98,gram,884
35233,2025-04-25,RM019,Daging Ayam,Daging,daily,968,gram,2337
35234,2025-05-18,RM009,Whipping Cream,Susu,bulk,245,ml,2625
35235,2025-03-10,RM011,Pisang,Buah,daily,670,gram,4281
35236,2025-04-14,RM014,Nanas,Buah,daily,931,gram,3159
35237,2025-02-07,RM012,Stroberi,Buah,daily,717,gram,4668
35238,2025-01-16,RM020,Daging Sapi,Daging,daily,370,gram,3263
35239,2025-05-08,RM020,Daging Sapi,Daging,daily,433,gram,3083
35240,2025-02-14,RM016,Tomat,Sayuran,daily,334,gram,5131
35241,2025-01-25,RM013,Mangga,Buah,daily,275,gram,1904
35242,2025-03-11,RM002,Susu UHT,Susu,bulk,964,ml,5095
35243,2025-02-15,RM019,Daging Ayam,Daging,daily,680,gram,3234
35244,2025-04-01,RM006,Matcha Powder,Teh,bulk,73,gram,1899
35245,2025-01-24,RM004,Sirup Vanilla,Sirup,bulk,897,ml,4908
35246,2025-03-25,RM020,Daging Sapi,Daging,daily,213,gram,4622
35247,2025-02-22,RM009,Whipping Cream,Susu,bulk,123,ml,2734
35248,2025-02-06,RM012,Stroberi,Buah,daily,456,gram,4776
35249,2025-05-16,RM019,Daging Ayam,Daging,daily,481,gram,2841
35250,2025-04-10,RM003,Gula Pasir,Gula,bulk,214,gram,1869
35251,2025-03-02,RM016,Tomat,Sayuran,daily,976,gram,1918
35252,2025-04-06,RM014,Nanas,Buah,daily,105,gram,4608
35253,2025-01-05,RM010,Cokelat Bubuk,Cokelat,bulk,460,gram,4326
35254,2025-04-12,RM016,Tomat,Sayuran,daily,289,gram,5053
35255,2025-02-01,RM006,Matcha Powder,Teh,bulk,649,gram,4764
35256,2025-03-27,RM018,Wortel,Sayuran,daily,819,gram,3085
35257,2025-04-18,RM008,Air Mineral,Air,bulk,957,ml,2139
35258,2025-02-25,RM010,Cokelat Bubuk,Cokelat,bulk,573,gram,5080
35259,2025-05-09,RM002,Susu UHT,Susu,bulk,879,ml,1589
35260,2025-05-02,RM001,Kopi Arabika,Kopi,bulk,598,gram,3861
35261,2025-01-02,RM002,Susu UHT,Susu,bulk,391,ml,1917
35262,2025-01-08,RM015,Selada,Sayuran,daily,723,gram,3112
35263,2025-03-29,RM010,Cokelat Bubuk,Cokelat,bulk,320,gram,1196
35264,2025-01-09,RM011,Pisang,Buah,daily,429,gram,4315
35265,2025-04-17,RM012,Stroberi,Buah,daily,122,gram,1963
35266,2025-02-14,RM008,Air Mineral,Air,bulk,526,ml,4364
35267,2025-05-21,RM005,Sirup Cokelat,Sirup,bulk,963,ml,4831
35268,2025-02-22,RM007,Espresso Blend,Kopi,bulk,712,gram,2864
35269,2025-02-09,RM010,Cokelat Bubuk,Cokelat,bulk,911,gram,4144
35270,2025-04-11,RM003,Gula Pasir,Gula,bulk,962,gram,1810
35271,2025-02-19,RM011,Pisang,Buah,daily,736,gram,3525
35272,2025-04-30,RM011,Pisang,Buah,daily,803,gram,5689
35273,2025-03-06,RM002,Susu UHT,Susu,bulk,939,ml,2111
35274,2025-03-13,RM008,Air Mineral,Air,bulk,446,ml,2831
35275,2025-01-26,RM003,Gula Pasir,Gula,bulk,683,gram,1498
35276,2025-01-02,RM015,Selada,Sayuran,daily,207,gram,2919
35277,2025-01-11,RM006,Matcha Powder,Teh,bulk,454,gram,3116
35278,2025-05-15,RM006,Matcha Powder,Teh,bulk,393,gram,4790
35279,2025-01-30,RM011,Pisang,Buah,daily,78,gram,1836
35280,2025-01-27,RM006,Matcha Powder,Teh,bulk,352,gram,5059
35281,2025-03-25,RM020,Daging Sapi,Daging,daily,654,gram,4206
35282,2025-03-02,RM013,Mangga,Buah,daily,753,gram,3089
35283,2025-01-01,RM010,Cokelat Bubuk,Cokelat,bulk,705,gram,2283
35284,2025-03-03,RM004,Sirup Vanilla,Sirup,bulk,660,ml,2485
35285,2025-02-24,RM015,Selada,Sayuran,daily,129,gram,3057
35286,2025-05-13,RM010,Cokelat Bubuk,Cokelat,bulk,949,gram,1574
35287,2025-03-05,RM011,Pisang,Buah,daily,480,gram,2133
35288,2025-05-16,RM014,Nanas,Buah,daily,295,gram,2138
35289,2025-03-30,RM015,Selada,Sayuran,daily,762,gram,5036
35290,2025-01-23,RM010,Cokelat Bubuk,Cokelat,bulk,398,gram,1084
35291,2025-03-13,RM019,Daging Ayam,Daging,daily,124,gram,3025
35292,2025-04-06,RM009,Whipping Cream,Susu,bulk,377,ml,5322
35293,2025-03-02,RM004,Sirup Vanilla,Sirup,bulk,778,ml,5370
35294,2025-01-15,RM020,Daging Sapi,Daging,daily,235,gram,3979
35295,2025-04-08,RM002,Susu UHT,Susu,bulk,600,ml,3467
35296,2025-04-10,RM018,Wortel,Sayuran,daily,523,gram,4009
35297,2025-01-29,RM006,Matcha Powder,Teh,bulk,550,gram,4880
35298,2025-01-27,RM012,Stroberi,Buah,daily,353,gram,3099
35299,2025-01-26,RM017,Mentimun,Sayuran,daily,884,gram,4673
35300,2025-01-20,RM008,Air Mineral,Air,bulk,956,ml,4376
35301,2025-05-06,RM011,Pisang,Buah,daily,901,gram,4790
35302,2025-01-06,RM001,Kopi Arabika,Kopi,bulk,478,gram,3670
35303,2025-05-19,RM013,Mangga,Buah,daily,196,gram,4303
35304,2025-04-12,RM004,Sirup Vanilla,Sirup,bulk,742,ml,3342
35305,2025-04-21,RM012,Stroberi,Buah,daily,321,gram,4910
35306,2025-01-24,RM018,Wortel,Sayuran,daily,291,gram,999
35307,2025-02-01,RM020,Daging Sapi,Daging,daily,761,gram,5109
35308,2025-05-18,RM007,Espresso Blend,Kopi,bulk,67,gram,2338
35309,2025-02-04,RM015,Selada,Sayuran,daily,603,gram,2164
35310,2025-04-17,RM008,Air Mineral,Air,bulk,482,ml,3812
35311,2025-02-18,RM019,Daging Ayam,Daging,daily,368,gram,3725
35312,2025-03-27,RM011,Pisang,Buah,daily,93,gram,775
35313,2025-04-13,RM006,Matcha Powder,Teh,bulk,484,gram,2286
35314,2025-01-05,RM013,Mangga,Buah,daily,292,gram,5146
35315,2025-02-04,RM019,Daging Ayam,Daging,daily,497,gram,2500
35316,2025-03-05,RM003,Gula Pasir,Gula,bulk,383,gram,2371
35317,2025-03-29,RM009,Whipping Cream,Susu,bulk,717,ml,3671
35318,2025-03-31,RM004,Sirup Vanilla,Sirup,bulk,982,ml,2269
35319,2025-04-11,RM012,Stroberi,Buah,daily,694,gram,5418
35320,2025-01-05,RM002,Susu UHT,Susu,bulk,831,ml,2040
35321,2025-02-02,RM020,Daging Sapi,Daging,daily,203,gram,5008
35322,2025-04-28,RM005,Sirup Cokelat,Sirup,bulk,795,ml,3013
35323,2025-01-29,RM009,Whipping Cream,Susu,bulk,855,ml,4090
35324,2025-04-23,RM010,Cokelat Bubuk,Cokelat,bulk,306,gram,2628
35325,2025-01-13,RM009,Whipping Cream,Susu,bulk,590,ml,4100
35326,2025-01-24,RM017,Mentimun,Sayuran,daily,923,gram,4762
35327,2025-05-09,RM005,Sirup Cokelat,Sirup,bulk,757,ml,1333
35328,2025-02-03,RM004,Sirup Vanilla,Sirup,bulk,196,ml,1509
35329,2025-04-01,RM006,Matcha Powder,Teh,bulk,859,gram,4160
35330,2025-05-06,RM001,Kopi Arabika,Kopi,bulk,457,gram,4351
35331,2025-02-27,RM012,Stroberi,Buah,daily,398,gram,3308
35332,2025-02-16,RM020,Daging Sapi,Daging,daily,91,gram,3139
35333,2025-01-16,RM003,Gula Pasir,Gula,bulk,320,gram,4118
35334,2025-04-11,RM013,Mangga,Buah,daily,686,gram,4203
35335,2025-01-13,RM014,Nanas,Buah,daily,139,gram,4001
35336,2025-02-16,RM009,Whipping Cream,Susu,bulk,564,ml,2808
35337,2025-04-12,RM009,Whipping Cream,Susu,bulk,673,ml,4860
35338,2025-05-04,RM002,Susu UHT,Susu,bulk,809,ml,2461
35339,2025-03-20,RM013,Mangga,Buah,daily,64,gram,3037
35340,2025-04-13,RM012,Stroberi,Buah,daily,607,gram,4903
35341,2025-02-21,RM020,Daging Sapi,Daging,daily,906,gram,1945
35342,2025-01-31,RM011,Pisang,Buah,daily,774,gram,5373
35343,2025-05-15,RM014,Nanas,Buah,daily,623,gram,4018
35344,2025-03-13,RM003,Gula Pasir,Gula,bulk,163,gram,2718
35345,2025-02-26,RM011,Pisang,Buah,daily,461,gram,2489
35346,2025-01-12,RM011,Pisang,Buah,daily,129,gram,695
35347,2025-02-03,RM014,Nanas,Buah,daily,681,gram,3858
35348,2025-01-23,RM009,Whipping Cream,Susu,bulk,586,ml,3569
35349,2025-03-09,RM001,Kopi Arabika,Kopi,bulk,474,gram,3596
35350,2025-03-19,RM008,Air Mineral,Air,bulk,738,ml,5639
35351,2025-02-22,RM015,Selada,Sayuran,daily,436,gram,4786
35352,2025-05-19,RM017,Mentimun,Sayuran,daily,77,gram,1073
35353,2025-02-01,RM016,Tomat,Sayuran,daily,739,gram,5559
35354,2025-04-22,RM011,Pisang,Buah,daily,609,gram,3993
35355,2025-03-23,RM004,Sirup Vanilla,Sirup,bulk,776,ml,5127
35356,2025-03-23,RM015,Selada,Sayuran,daily,853,gram,3390
35357,2025-01-28,RM019,Daging Ayam,Daging,daily,527,gram,4515
35358,2025-03-03,RM019,Daging Ayam,Daging,daily,260,gram,4083
35359,2025-04-03,RM015,Selada,Sayuran,daily,229,gram,3869
35360,2025-04-25,RM010,Cokelat Bubuk,Cokelat,bulk,82,gram,2178
35361,2025-02-01,RM015,Selada,Sayuran,daily,845,gram,4221
35362,2025-01-02,RM010,Cokelat Bubuk,Cokelat,bulk,275,gram,4012
35363,2025-03-29,RM017,Mentimun,Sayuran,daily,758,gram,3013
35364,2025-01-01,RM006,Matcha Powder,Teh,bulk,599,gram,1497
35365,2025-04-25,RM013,Mangga,Buah,daily,960,gram,2379
35366,2025-03-21,RM008,Air Mineral,Air,bulk,209,ml,3450
35367,2025-01-10,RM002,Susu UHT,Susu,bulk,826,ml,2148
35368,2025-04-26,RM011,Pisang,Buah,daily,539,gram,3091
35369,2025-05-04,RM015,Selada,Sayuran,daily,809,gram,5612
35370,2025-05-15,RM014,Nanas,Buah,daily,233,gram,3540
35371,2025-01-22,RM002,Susu UHT,Susu,bulk,444,ml,1050
35372,2025-05-05,RM016,Tomat,Sayuran,daily,461,gram,2941
35373,2025-02-05,RM013,Mangga,Buah,daily,387,gram,3086
35374,2025-05-15,RM016,Tomat,Sayuran,daily,470,gram,3314
35375,2025-05-06,RM001,Kopi Arabika,Kopi,bulk,933,gram,1678
35376,2025-04-16,RM001,Kopi Arabika,Kopi,bulk,804,gram,4161
35377,2025-01-08,RM006,Matcha Powder,Teh,bulk,199,gram,2022
35378,2025-04-01,RM005,Sirup Cokelat,Sirup,bulk,256,ml,5177
35379,2025-04-13,RM010,Cokelat Bubuk,Cokelat,bulk,475,gram,1583
35380,2025-01-16,RM016,Tomat,Sayuran,daily,385,gram,2649
35381,2025-03-20,RM008,Air Mineral,Air,bulk,85,ml,2111
35382,2025-05-05,RM012,Stroberi,Buah,daily,51,gram,4503
35383,2025-05-09,RM003,Gula Pasir,Gula,bulk,701,gram,1858
35384,2025-01-01,RM014,Nanas,Buah,daily,501,gram,4587
35385,2025-02-04,RM003,Gula Pasir,Gula,bulk,889,gram,2536
35386,2025-01-13,RM001,Kopi Arabika,Kopi,bulk,971,gram,2417
35387,2025-02-19,RM012,Stroberi,Buah,daily,784,gram,2650
35388,2025-04-18,RM018,Wortel,Sayuran,daily,924,gram,5891
35389,2025-04-20,RM009,Whipping Cream,Susu,bulk,108,ml,1807
35390,2025-02-07,RM018,Wortel,Sayuran,daily,352,gram,4291
35391,2025-02-24,RM007,Espresso Blend,Kopi,bulk,964,gram,1469
35392,2025-02-06,RM001,Kopi Arabika,Kopi,bulk,631,gram,3112
35393,2025-04-22,RM006,Matcha Powder,Teh,bulk,78,gram,2008
35394,2025-01-16,RM014,Nanas,Buah,daily,472,gram,4255
35395,2025-05-01,RM004,Sirup Vanilla,Sirup,bulk,337,ml,3662
35396,2025-01-26,RM012,Stroberi,Buah,daily,535,gram,4561
35397,2025-03-21,RM011,Pisang,Buah,daily,86,gram,4869
35398,2025-01-29,RM008,Air Mineral,Air,bulk,452,ml,4284
35399,2025-01-27,RM009,Whipping Cream,Susu,bulk,530,ml,1118
35400,2025-01-23,RM002,Susu UHT,Susu,bulk,710,ml,4231
35401,2025-01-15,RM009,Whipping Cream,Susu,bulk,204,ml,3023
35402,2025-01-26,RM016,Tomat,Sayuran,daily,290,gram,2000
35403,2025-01-17,RM008,Air Mineral,Air,bulk,495,ml,3564
35404,2025-05-16,RM017,Mentimun,Sayuran,daily,964,gram,1474
35405,2025-03-26,RM008,Air Mineral,Air,bulk,473,ml,4983
35406,2025-01-16,RM008,Air Mineral,Air,bulk,874,ml,5364
35407,2025-05-20,RM007,Espresso Blend,Kopi,bulk,685,gram,1623
35408,2025-03-09,RM013,Mangga,Buah,daily,602,gram,1363
35409,2025-01-24,RM013,Mangga,Buah,daily,523,gram,1440
35410,2025-04-08,RM020,Daging Sapi,Daging,daily,286,gram,2881
35411,2025-04-17,RM014,Nanas,Buah,daily,613,gram,1516
35412,2025-05-02,RM007,Espresso Blend,Kopi,bulk,973,gram,2793
35413,2025-01-23,RM002,Susu UHT,Susu,bulk,662,ml,3902
35414,2025-05-15,RM008,Air Mineral,Air,bulk,510,ml,2916
35415,2025-03-11,RM003,Gula Pasir,Gula,bulk,700,gram,1735
35416,2025-02-18,RM002,Susu UHT,Susu,bulk,103,ml,2054
35417,2025-04-06,RM005,Sirup Cokelat,Sirup,bulk,183,ml,4571
35418,2025-01-03,RM001,Kopi Arabika,Kopi,bulk,140,gram,2709
35419,2025-03-23,RM016,Tomat,Sayuran,daily,840,gram,5426
35420,2025-02-19,RM012,Stroberi,Buah,daily,403,gram,5236
35421,2025-04-16,RM001,Kopi Arabika,Kopi,bulk,800,gram,3442
35422,2025-02-14,RM020,Daging Sapi,Daging,daily,849,gram,4334
35423,2025-03-05,RM012,Stroberi,Buah,daily,779,gram,1817
35424,2025-03-18,RM015,Selada,Sayuran,daily,862,gram,5009
35425,2025-01-25,RM001,Kopi Arabika,Kopi,bulk,536,gram,4078
35426,2025-04-14,RM013,Mangga,Buah,daily,420,gram,2419
35427,2025-02-21,RM007,Espresso Blend,Kopi,bulk,344,gram,3302
35428,2025-02-04,RM012,Stroberi,Buah,daily,840,gram,2087
35429,2025-05-20,RM013,Mangga,Buah,daily,662,gram,1709
35430,2025-04-12,RM010,Cokelat Bubuk,Cokelat,bulk,828,gram,3628
35431,2025-03-27,RM008,Air Mineral,Air,bulk,662,ml,2522
35432,2025-01-21,RM004,Sirup Vanilla,Sirup,bulk,233,ml,808
35433,2025-03-07,RM001,Kopi Arabika,Kopi,bulk,320,gram,4497
35434,2025-02-24,RM009,Whipping Cream,Susu,bulk,733,ml,3929
35435,2025-05-17,RM018,Wortel,Sayuran,daily,835,gram,3854
35436,2025-03-27,RM012,Stroberi,Buah,daily,964,gram,4780
35437,2025-01-02,RM003,Gula Pasir,Gula,bulk,210,gram,1343
35438,2025-03-16,RM004,Sirup Vanilla,Sirup,bulk,241,ml,2850
35439,2025-01-09,RM013,Mangga,Buah,daily,705,gram,5174
35440,2025-03-09,RM010,Cokelat Bubuk,Cokelat,bulk,405,gram,2613
35441,2025-05-14,RM004,Sirup Vanilla,Sirup,bulk,495,ml,5412
35442,2025-02-06,RM006,Matcha Powder,Teh,bulk,813,gram,5540
35443,2025-03-23,RM015,Selada,Sayuran,daily,993,gram,5747
35444,2025-03-05,RM013,Mangga,Buah,daily,447,gram,953
35445,2025-02-02,RM016,Tomat,Sayuran,daily,932,gram,5447
35446,2025-01-03,RM014,Nanas,Buah,daily,589,gram,3802
35447,2025-04-07,RM015,Selada,Sayuran,daily,84,gram,1558
35448,2025-03-17,RM002,Susu UHT,Susu,bulk,194,ml,4644
35449,2025-01-02,RM010,Cokelat Bubuk,Cokelat,bulk,796,gram,3228
35450,2025-01-01,RM013,Mangga,Buah,daily,737,gram,3090
35451,2025-03-23,RM008,Air Mineral,Air,bulk,298,ml,4969
35452,2025-05-19,RM005,Sirup Cokelat,Sirup,bulk,244,ml,1221
35453,2025-01-08,RM013,Mangga,Buah,daily,555,gram,5435
35454,2025-05-21,RM014,Nanas,Buah,daily,862,gram,2176
35455,2025-01-02,RM008,Air Mineral,Air,bulk,490,ml,1898
35456,2025-02-11,RM016,Tomat,Sayuran,daily,296,gram,3619
35457,2025-01-23,RM004,Sirup Vanilla,Sirup,bulk,349,ml,3511
35458,2025-03-06,RM013,Mangga,Buah,daily,568,gram,2467
35459,2025-01-24,RM020,Daging Sapi,Daging,daily,278,gram,2756
35460,2025-02-26,RM010,Cokelat Bubuk,Cokelat,bulk,227,gram,856
35461,2025-01-08,RM013,Mangga,Buah,daily,542,gram,5273
35462,2025-03-20,RM013,Mangga,Buah,daily,628,gram,4137
35463,2025-03-15,RM014,Nanas,Buah,daily,126,gram,3950
35464,2025-05-19,RM007,Espresso Blend,Kopi,bulk,782,gram,4825
35465,2025-01-31,RM018,Wortel,Sayuran,daily,655,gram,4298
35466,2025-05-01,RM016,Tomat,Sayuran,daily,157,gram,1162
35467,2025-03-30,RM005,Sirup Cokelat,Sirup,bulk,388,ml,3095
35468,2025-01-13,RM015,Selada,Sayuran,daily,181,gram,789
35469,2025-04-11,RM004,Sirup Vanilla,Sirup,bulk,202,ml,4709
35470,2025-01-23,RM013,Mangga,Buah,daily,867,gram,5074
35471,2025-02-21,RM001,Kopi Arabika,Kopi,bulk,631,gram,4658
35472,2025-04-10,RM012,Stroberi,Buah,daily,969,gram,5323
35473,2025-04-17,RM002,Susu UHT,Susu,bulk,687,ml,1871
35474,2025-04-23,RM005,Sirup Cokelat,Sirup,bulk,794,ml,1655
35475,2025-03-14,RM004,Sirup Vanilla,Sirup,bulk,83,ml,4807
35476,2025-01-22,RM005,Sirup Cokelat,Sirup,bulk,210,ml,4811
35477,2025-02-03,RM009,Whipping Cream,Susu,bulk,978,ml,4324
35478,2025-04-06,RM020,Daging Sapi,Daging,daily,444,gram,3523
35479,2025-03-04,RM007,Espresso Blend,Kopi,bulk,961,gram,3047
35480,2025-04-20,RM003,Gula Pasir,Gula,bulk,358,gram,3344
35481,2025-05-19,RM001,Kopi Arabika,Kopi,bulk,583,gram,5087
35482,2025-02-19,RM015,Selada,Sayuran,daily,159,gram,2187
35483,2025-04-06,RM014,Nanas,Buah,daily,860,gram,5275
35484,2025-03-28,RM010,Cokelat Bubuk,Cokelat,bulk,396,gram,3180
35485,2025-03-26,RM016,Tomat,Sayuran,daily,971,gram,4179
35486,2025-04-04,RM020,Daging Sapi,Daging,daily,713,gram,2473
35487,2025-01-02,RM001,Kopi Arabika,Kopi,bulk,677,gram,4415
35488,2025-03-14,RM008,Air Mineral,Air,bulk,957,ml,3320
35489,2025-03-12,RM015,Selada,Sayuran,daily,411,gram,2353
35490,2025-02-06,RM002,Susu UHT,Susu,bulk,556,ml,3603
35491,2025-03-15,RM016,Tomat,Sayuran,daily,142,gram,3120
35492,2025-04-02,RM010,Cokelat Bubuk,Cokelat,bulk,508,gram,1375
35493,2025-02-27,RM005,Sirup Cokelat,Sirup,bulk,818,ml,5665
35494,2025-01-09,RM018,Wortel,Sayuran,daily,462,gram,4288
35495,2025-01-16,RM015,Selada,Sayuran,daily,334,gram,3478
